Date_Hour,Close,Volume,%change,sum rob sent,sum nltk sent,total like volume,sum of like x robsent,sum of like x nltksent,ptrend
2021-01-07 15:00:00,0.010177,112.658411,-0.0003928887142717,2.0,2.0,608.0,568.0,-308.0,0.0
2021-01-07 17:00:00,0.0100392,103.099867,0.0007576059651501,-2.0,-2.0,6742.0,-6742.0,-6742.0,1.0
2021-01-07 18:00:00,0.009617,377.860817,-0.0420551438361621,2.0,-2.0,52.0,52.0,-52.0,0.0
2021-01-07 19:00:00,0.009912,326.225109,0.0306748466257669,2.0,2.0,1690.0,1690.0,1690.0,1.0
2021-01-07 20:00:00,0.0099035,110.441038,-0.0008575464083938,4.0,-4.0,198.0,198.0,-198.0,0.0
2021-01-07 21:00:00,0.009891,115.201475,-0.0012621800373605,4.0,4.0,280.0,280.0,280.0,0.0
2021-01-07 22:00:00,0.0098658,52.849633,-0.002547770700637,4.0,0.0,224.0,224.0,92.0,0.0
2021-01-08 01:00:00,0.0095917,144.226431,-0.010797821872035,-2.0,2.0,396.0,-396.0,396.0,0.0
2021-01-08 02:00:00,0.0094907,254.54750499999997,-0.0105299373416599,2.0,6.0,356.0,300.0,356.0,0.0
2021-01-08 03:00:00,0.009391,115.372557,-0.0105050207044791,4.0,4.0,132.0,132.0,132.0,0.0
2021-01-08 04:00:00,0.0095027,71.978773,0.011894366947077,0.0,-2.0,86.0,0.0,-86.0,1.0
2021-01-08 08:00:00,0.0095187,60.124246,-0.0106741222691084,0.0,4.0,312.0,-220.0,312.0,0.0
2021-01-08 09:00:00,0.00966,59.017049,0.0148444640549656,-2.0,2.0,24.0,-24.0,24.0,1.0
2021-01-08 11:00:00,0.0096354,159.913831,-0.0106579595860029,0.0,4.0,502.0,-290.0,502.0,0.0
2021-01-08 12:00:00,0.0095476,132.483545,-0.0091122319779148,2.0,6.0,70.0,50.0,70.0,0.0
2021-01-08 14:00:00,0.0095653,48.994559,-0.0072855586113849,4.0,0.0,176.0,176.0,-28.0,0.0
2021-01-08 15:00:00,0.0094263,209.965226,-0.0145316926808359,2.0,2.0,62.0,62.0,62.0,0.0
2021-01-08 16:00:00,0.0093824,92.425293,-0.0046571825636781,4.0,0.0,730.0,730.0,598.0,0.0
2021-01-08 18:00:00,0.0091791,93.192004,-0.0251903613946029,2.0,-2.0,124.0,124.0,-124.0,0.0
2021-01-08 19:00:00,0.0092268,56.566067,0.0051965879007744,4.0,0.0,228.0,228.0,88.0,1.0
2021-01-08 20:00:00,0.0092048,113.978494,-0.0023843586075344,2.0,-2.0,28146.0,28146.0,-28146.0,0.0
2021-01-08 21:00:00,0.0096293,139.238099,0.0461172431774725,2.0,2.0,92.0,92.0,92.0,1.0
2021-01-08 23:00:00,0.00974,501.911961,-0.0238231255700211,2.0,-2.0,710.0,710.0,-710.0,0.0
2021-01-09 02:00:00,0.0100114,233.815176,-0.0097331302300738,0.0,2.0,678.0,0.0,678.0,0.0
2021-01-09 05:00:00,0.0098809,77.832479,-0.0231438457736036,4.0,4.0,64.0,64.0,64.0,0.0
2021-01-09 07:00:00,0.0100225,74.73319,0.0053767216041891,0.0,4.0,142.0,-66.0,142.0,1.0
2021-01-09 10:00:00,0.010633,428.326282,0.0548087892465651,0.0,2.0,44.0,0.0,44.0,1.0
2021-01-09 12:00:00,0.0104263,180.060111,0.0258370475319027,0.0,-2.0,110.0,0.0,-110.0,1.0
2021-01-09 14:00:00,0.0102448,99.124698,-0.0109669447018845,4.0,0.0,372.0,372.0,60.0,0.0
2021-01-09 15:00:00,0.0102383,98.984035,-0.0006344682180227,6.0,2.0,844.0,844.0,772.0,0.0
2021-01-09 17:00:00,0.0100438,126.882266,-0.0046774353384202,2.0,-2.0,120.0,120.0,-120.0,0.0
2021-01-09 18:00:00,0.0102942,102.826412,0.0249308030824986,-2.0,-2.0,1220.0,-1220.0,-1220.0,1.0
2021-01-09 19:00:00,0.0103704,249.71469000000002,0.0074022264964737,4.0,5.0,1312.0,844.0,1112.0,1.0
2021-01-09 20:00:00,0.0102699,92.539144,-0.009691043739875,2.0,2.0,38.0,38.0,38.0,0.0
2021-01-09 21:00:00,0.0103414,65.236581,0.0069620931070411,4.0,0.0,240.0,240.0,104.0,1.0
2021-01-09 22:00:00,0.0101797,116.786944,-0.015636180787901,2.0,-2.0,54.0,54.0,-54.0,0.0
2021-01-09 23:00:00,0.0101789,76.182764,-7.858777763591895e-05,2.0,2.0,146.0,146.0,146.0,0.0
2021-01-10 00:00:00,0.01028,139.113559,0.0099323109569795,4.0,-4.0,162.0,162.0,-162.0,1.0
2021-01-10 02:00:00,0.0104296,79.840814,0.0100035830839702,2.0,4.0,636.0,16.0,636.0,1.0
2021-01-10 04:00:00,0.0102169,43.688606,-0.0074030175554498,2.0,2.0,1232.0,1232.0,1232.0,0.0
2021-01-10 08:00:00,0.01043,139.229842,-0.0169651272384542,2.0,2.0,236.0,236.0,236.0,0.0
2021-01-10 11:00:00,0.00985,346.240857,-0.0479596373547775,2.0,2.0,7144.0,7144.0,7144.0,0.0
2021-01-10 13:00:00,0.0102553,76.913479,0.015627630601634,0.0,0.0,622.0,-102.0,102.0,1.0
2021-01-10 14:00:00,0.010009,64.916267,-0.0240168498239934,2.0,2.0,270.0,270.0,270.0,0.0
2021-01-10 15:00:00,0.0101236,57.469494,0.0114496952742531,4.0,-4.0,568.0,568.0,-568.0,1.0
2021-01-10 16:00:00,0.010027,48.791915,-0.0095420601367103,2.0,2.0,26.0,26.0,26.0,0.0
2021-01-10 18:00:00,0.0098138,86.058369,-0.0050186043210691,2.0,2.0,32.0,32.0,32.0,0.0
2021-01-10 20:00:00,0.0099664,315.036135,0.0307580928741337,-2.0,2.0,374.0,-374.0,374.0,1.0
2021-01-10 21:00:00,0.0098543,90.467819,-0.0112477925830791,2.0,-2.0,32.0,32.0,-32.0,0.0
2021-01-10 22:00:00,0.0099503,62.622365,0.0097419400667728,-1.0,1.0,4444.0,-4224.0,4224.0,1.0
2021-01-10 23:00:00,0.00982,43.249055,-0.0130950825603247,-2.0,2.0,320.0,-320.0,320.0,0.0
2021-01-11 01:00:00,0.0095276,60.611021,-0.0098828811040558,2.0,2.0,166.0,166.0,166.0,0.0
2021-01-11 03:00:00,0.0090931,295.370078,-0.0349281484154444,2.0,2.0,26.0,26.0,26.0,0.0
2021-01-11 08:00:00,0.0091716,256.683382,0.0554807526324876,2.0,2.0,112.0,112.0,112.0,1.0
2021-01-11 12:00:00,0.0089374,230.773257,0.0071671662647343,2.0,2.0,1140.0,1140.0,1140.0,1.0
2021-01-11 16:00:00,0.0071862,581.228805,-0.0376183525063277,2.0,2.0,32.0,32.0,32.0,0.0
2021-01-11 17:00:00,0.007848,532.869028,0.092093178592302,4.0,-4.0,622.0,622.0,-622.0,1.0
2021-01-11 19:00:00,0.007675,272.613583,-0.0343847111961047,2.0,-2.0,138.0,138.0,-138.0,0.0
2021-01-11 20:00:00,0.0077,282.6523,0.003257328990228,0.0,-2.0,34.0,0.0,-34.0,1.0
2021-01-11 23:00:00,0.0088326,199.908553,0.0747085878373445,0.0,-2.0,36.0,0.0,-36.0,1.0
2021-01-12 01:00:00,0.0082866,84.661651,-0.0204964539007093,2.0,0.0,2102.0,2080.0,-2058.0,0.0
2021-01-12 08:00:00,0.0087104,84.469042,-0.0254315987334549,0.0,2.0,96.0,0.0,96.0,0.0
2021-01-12 09:00:00,0.0087123,53.900723,0.0002181300514325,2.0,-2.0,60.0,60.0,-60.0,1.0
2021-01-12 15:00:00,0.0081686,128.126145,0.0128707469497073,0.0,-2.0,36.0,0.0,-36.0,1.0
2021-01-12 16:00:00,0.0084479,133.887262,0.034191905589697,0.0,4.0,998.0,622.0,998.0,1.0
2021-01-12 17:00:00,0.0083623,119.597279,-0.0101326956995229,0.0,0.0,2206.0,74.0,-74.0,0.0
2021-01-12 18:00:00,0.0083451,49.505047,-0.0020568503880511,2.0,2.0,18.0,18.0,18.0,0.0
2021-01-12 19:00:00,0.0080495,127.199254,-0.0354219841583683,4.0,1.0,6067.0,230.0,-5607.0,0.0
2021-01-12 23:00:00,0.0080807,70.284938,0.0157503079669154,2.0,-2.0,18.0,18.0,-18.0,1.0
2021-01-13 01:00:00,0.0079575,63.792842,0.0222499132870006,2.0,2.0,1136.0,1068.0,-108.0,1.0
2021-01-13 04:00:00,0.0078552,121.70363,-0.0091201513718071,-2.0,2.0,244.0,-244.0,244.0,0.0
2021-01-13 07:00:00,0.0083126,84.674643,0.0336869069972765,-2.0,-2.0,34.0,-34.0,-34.0,1.0
2021-01-13 09:00:00,0.0081074,62.752779000000004,-0.0072247257053291,2.0,2.0,124.0,124.0,124.0,0.0
2021-01-13 11:00:00,0.008147,59.550342,-0.0064634146341464,2.0,2.0,60.0,60.0,60.0,0.0
2021-01-13 13:00:00,0.0081403,70.453696,-0.0006997299287995,2.0,-2.0,316.0,316.0,-316.0,0.0
2021-01-13 14:00:00,0.00807,73.164739,-0.0086360453545936,0.0,2.0,190.0,0.0,190.0,0.0
2021-01-13 15:00:00,0.0081712,47.129554,0.0125402726146219,-2.0,2.0,660.0,-660.0,660.0,1.0
2021-01-13 18:00:00,0.0082641,107.948382,0.0153205395975133,2.0,-2.0,218.0,218.0,-218.0,1.0
2021-01-13 19:00:00,0.008306,92.721371,0.0050701225783811,2.0,4.0,1176.0,1038.0,1176.0,1.0
2021-01-13 22:00:00,0.0084918,110.350335,-0.0037541941387643,2.0,-2.0,60.0,60.0,-60.0,0.0
2021-01-14 00:00:00,0.0086015,76.176435,-0.0083354469782565,2.0,2.0,410.0,410.0,410.0,0.0
2021-01-14 01:00:00,0.0084779,61.06424799999999,-0.0143695866999941,0.0,-2.0,26.0,0.0,-26.0,0.0
2021-01-14 03:00:00,0.008455,68.062569,-0.0008272276057669,4.0,0.0,248.0,248.0,228.0,0.0
2021-01-14 04:00:00,0.0083701,50.629849,-0.0100413956238912,2.0,2.0,178.0,178.0,178.0,0.0
2021-01-14 08:00:00,0.0085592,62.405024,-0.0066846160987839,2.0,2.0,50.0,50.0,50.0,0.0
2021-01-14 09:00:00,0.008507,32.60583,-0.0060987008131599,2.0,-2.0,142.0,142.0,-142.0,0.0
2021-01-14 15:00:00,0.009592,923.679954,0.0070552662523097,4.0,-4.0,1250.0,-466.0,-774.0,1.0
2021-01-14 16:00:00,0.0094171,294.128195,-0.0182339449541284,4.0,4.0,136.0,136.0,136.0,0.0
2021-01-14 19:00:00,0.0095916,304.766061,0.0286449675585822,-2.0,2.0,322.0,-322.0,322.0,1.0
2021-01-14 20:00:00,0.009323,204.096801,-0.0280036698778097,2.0,2.0,7046.0,7046.0,7046.0,0.0
2021-01-14 21:00:00,0.0092926,266.73926,-0.0032607529765097,2.0,-2.0,64.0,64.0,-64.0,0.0
2021-01-14 22:00:00,0.0093367,125.982239,0.0047457116415212,2.0,2.0,176.0,176.0,176.0,1.0
2021-01-15 02:00:00,0.009532,85.818045,0.0113313245342274,-2.0,2.0,514.0,-514.0,514.0,1.0
2021-01-15 06:00:00,0.009444,95.968087,0.0224873596570054,-2.0,2.0,52.0,-52.0,52.0,1.0
2021-01-15 07:00:00,0.0095193,77.817763,0.0079733163913595,4.0,4.0,632.0,632.0,632.0,1.0
2021-01-15 11:00:00,0.0094733,142.183054,-0.0192966655279148,-2.0,-4.0,1610.0,-318.0,-1610.0,0.0
2021-01-15 13:00:00,0.0094088,88.97578,-0.0056960486964607,2.0,-2.0,36.0,36.0,-36.0,0.0
2021-01-15 15:00:00,0.0086838,348.867992,-0.06736118569434,0.0,4.0,470.0,-178.0,470.0,0.0
2021-01-15 17:00:00,0.0091471,114.960557,-0.0033776053867358,-2.0,-2.0,140.0,-140.0,-140.0,0.0
2021-01-15 18:00:00,0.0090876,112.687848,-0.0065047938690951,4.0,-4.0,218.0,218.0,-218.0,0.0
2021-01-15 21:00:00,0.0092597,140.865644,0.024869950193691,0.0,2.0,150.0,0.0,150.0,1.0
2021-01-15 22:00:00,0.0093463,69.996966,0.0093523548279101,2.0,2.0,438.0,438.0,438.0,1.0
2021-01-16 01:00:00,0.0091808,85.11712,-0.020986179832793,3.0,-1.0,629.0,511.0,-393.0,0.0
2021-01-16 03:00:00,0.0093211,45.791122,0.0089845314512724,2.0,2.0,310.0,310.0,310.0,1.0
2021-01-16 10:00:00,0.0094646,84.019763,0.0080734492160874,-2.0,2.0,28.0,-28.0,28.0,1.0
2021-01-16 12:00:00,0.0093107,118.069204,-0.0072610568516228,2.0,2.0,740.0,740.0,740.0,0.0
2021-01-16 14:00:00,0.009318,66.419095,0.005177993527508,2.0,2.0,518.0,518.0,518.0,1.0
2021-01-16 16:00:00,0.00929,98.804046,-0.0069269252148629,0.0,-2.0,42.0,0.0,-42.0,0.0
2021-01-16 19:00:00,0.0092766,75.158796,0.0133155646826219,-2.0,4.0,476.0,-148.0,476.0,1.0
2021-01-16 22:00:00,0.0092899,91.177767,0.0083359564098945,2.0,2.0,262.0,262.0,262.0,1.0
2021-01-17 00:00:00,0.0093212,95.027184,0.0090718167449714,-2.0,2.0,4592.0,-4592.0,4592.0,1.0
2021-01-17 03:00:00,0.0092454,30.828574,-0.0009401238370018,2.0,0.0,600.0,172.0,256.0,0.0
2021-01-17 04:00:00,0.0091998,42.301346,-0.0049321824907523,2.0,2.0,1238.0,1238.0,1238.0,0.0
2021-01-17 06:00:00,0.00911,50.516628,0.0042772731281417,2.0,2.0,72.0,72.0,72.0,1.0
2021-01-17 07:00:00,0.0090257,77.94192,-0.0092535675082328,2.0,2.0,66.0,66.0,66.0,0.0
2021-01-17 10:00:00,0.0090699,90.173188,0.0239565575713787,4.0,0.0,450.0,450.0,-58.0,1.0
2021-01-17 11:00:00,0.0090879,43.558661,0.0019845863791221,2.0,2.0,164.0,164.0,164.0,1.0
2021-01-17 12:00:00,0.0090101,35.001148,-0.0085608336359334,2.0,2.0,562.0,-234.0,-234.0,0.0
2021-01-17 18:00:00,0.009143,30.042669,-0.0055470959321297,2.0,2.0,16.0,16.0,16.0,0.0
2021-01-17 20:00:00,0.0091303,31.994783,0.0011184087893771,-2.0,2.0,24.0,-24.0,24.0,1.0
2021-01-17 23:00:00,0.0090987,64.048084,-0.0017115960633291,0.0,2.0,414.0,0.0,414.0,0.0
2021-01-18 06:00:00,0.0090069,27.883481,-0.0090437997161434,2.0,2.0,238.0,238.0,238.0,0.0
2021-01-18 07:00:00,0.0091455,34.188571,0.0153882023781768,2.0,-2.0,892.0,892.0,-892.0,1.0
2021-01-18 08:00:00,0.0092038,47.403557,0.0063747198075554,4.0,4.0,242.0,242.0,242.0,1.0
2021-01-18 09:00:00,0.0092086,97.514432,0.0005215237184641,-2.0,2.0,272.0,-272.0,272.0,1.0
2021-01-18 12:00:00,0.00915,101.640131,0.0040931886268613,0.0,0.0,3318.0,2690.0,-2690.0,1.0
2021-01-18 13:00:00,0.0091957,51.42888,0.0049945355191256,2.0,2.0,18.0,18.0,18.0,1.0
2021-01-18 14:00:00,0.0091284,71.040832,-0.0073186380590927,2.0,0.0,416.0,52.0,312.0,0.0
2021-01-18 17:00:00,0.0090796,34.350679,-0.0041568412393748,2.0,2.0,198.0,198.0,198.0,0.0
2021-01-18 18:00:00,0.0091435,31.894496,0.0070377549671791,2.0,2.0,942.0,942.0,942.0,1.0
